date,service,categorie,effectif_total,effectif_present,taux_absence
2024-10-02,Coeur_Metabolisme,aides,100,90,0.09
2024-10-02,MSN_(Neuro/Psy),total,423,383,0.091
2024-10-02,MSN_(Neuro/Psy),medecins,51,46,0.085
2024-10-02,MSN_(Neuro/Psy),infirmiers,137,125,0.084
2024-10-02,MSN_(Neuro/Psy),aides,91,82,0.092
2024-10-02,Pôle_31_(Infectieux),total,303,279,0.08
2024-10-02,Pôle_31_(Infectieux),medecins,36,33,0.085
2024-10-02,Pôle_31_(Infectieux),infirmiers,96,89,0.08
2024-10-02,Pôle_31_(Infectieux),aides,64,59,0.064
2024-10-02,Urgences_(Passage_court),total,252,228,0.096
2024-10-02,Urgences_(Passage_court),medecins,31,26,0.102
2024-10-02,Urgences_(Passage_court),infirmiers,81,74,0.083
2024-10-02,Urgences_(Passage_court),aides,54,50,0.074
2024-10-02,Gériatrie,total,364,333,0.084
2024-10-02,Gériatrie,medecins,45,40,0.08
2024-10-02,Gériatrie,infirmiers,121,111,0.083
2024-10-02,Gériatrie,aides,81,73,0.09
2024-10-02,ORPHé_(Onco/Hémato),total,672,624,0.07
2024-10-02,ORPHé_(Onco/Hémato),medecins,68,60,0.085
2024-10-02,ORPHé_(Onco/Hémato),infirmiers,195,181,0.071
2024-10-02,ORPHé_(Onco/Hémato),aides,148,135,0.085
2024-10-03,MSN_(Neuro/Psy),total,813,739,0.091
2024-10-03,MSN_(Neuro/Psy),medecins,111,100,0.094
2024-10-03,MSN_(Neuro/Psy),infirmiers,302,276,0.086
2024-10-03,MSN_(Neuro/Psy),aides,200,182,0.089
2024-10-03,Chirurgie,total,631,580,0.079
2024-10-03,Chirurgie,medecins,87,78,0.087
2024-10-03,Chirurgie,infirmiers,233,212,0.091
2024-10-03,Chirurgie,aides,155,143,0.079
2024-10-03,PRAGUES_(Réa/Pneumo),total,126,116,0.073
2024-10-03,PRAGUES_(Réa/Pneumo),medecins,22,20,0.075
2024-10-03,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.099
2024-10-03,PRAGUES_(Réa/Pneumo),aides,17,15,0.086
2024-10-03,Coeur_Metabolisme,total,454,425,0.063
2024-10-03,Coeur_Metabolisme,medecins,56,52,0.078
2024-10-03,Coeur_Metabolisme,infirmiers,152,136,0.098
2024-10-03,Coeur_Metabolisme,aides,100,91,0.086
2024-10-03,MSN_(Neuro/Psy),total,423,379,0.1
2024-10-03,MSN_(Neuro/Psy),medecins,51,46,0.086
2024-10-03,MSN_(Neuro/Psy),infirmiers,137,126,0.081
2024-10-03,MSN_(Neuro/Psy),aides,91,83,0.086
2024-10-03,Pôle_31_(Infectieux),total,303,280,0.076
2024-10-03,Pôle_31_(Infectieux),medecins,36,33,0.09
2024-10-03,Pôle_31_(Infectieux),infirmiers,96,88,0.086
2024-10-03,Pôle_31_(Infectieux),aides,64,58,0.072
2024-10-03,Urgences_(Passage_court),total,252,233,0.072
2024-10-03,Urgences_(Passage_court),medecins,31,26,0.091
2024-10-03,Urgences_(Passage_court),infirmiers,81,75,0.069
2024-10-03,Urgences_(Passage_court),aides,54,50,0.069
2024-10-03,Gériatrie,total,364,335,0.079
2024-10-03,Gériatrie,medecins,45,40,0.088
2024-10-03,Gériatrie,infirmiers,121,109,0.098
2024-10-03,Gériatrie,aides,81,73,0.09
2024-10-03,ORPHé_(Onco/Hémato),total,672,612,0.09
2024-10-03,ORPHé_(Onco/Hémato),medecins,68,60,0.086
2024-10-03,ORPHé_(Onco/Hémato),infirmiers,195,179,0.086
2024-10-03,ORPHé_(Onco/Hémato),aides,148,135,0.09
2024-10-04,MSN_(Neuro/Psy),total,813,739,0.09
2024-10-04,MSN_(Neuro/Psy),medecins,111,104,0.062
2024-10-04,MSN_(Neuro/Psy),infirmiers,302,278,0.082
2024-10-04,MSN_(Neuro/Psy),aides,200,184,0.077
2024-10-04,Chirurgie,total,631,578,0.083
2024-10-04,Chirurgie,medecins,87,77,0.096
2024-10-04,Chirurgie,infirmiers,233,217,0.068
2024-10-04,Chirurgie,aides,155,142,0.082
2024-10-04,PRAGUES_(Réa/Pneumo),total,126,114,0.082
2024-10-04,PRAGUES_(Réa/Pneumo),medecins,22,20,0.092
2024-10-04,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.096
2024-10-04,PRAGUES_(Réa/Pneumo),aides,17,15,0.089
2024-10-04,Coeur_Metabolisme,total,454,417,0.08
2024-10-04,Coeur_Metabolisme,medecins,56,51,0.086
2024-10-04,Coeur_Metabolisme,infirmiers,152,139,0.081
2024-10-04,Coeur_Metabolisme,aides,100,91,0.08
2024-10-04,MSN_(Neuro/Psy),total,423,387,0.085
2024-10-04,MSN_(Neuro/Psy),medecins,51,46,0.082
2024-10-04,MSN_(Neuro/Psy),infirmiers,137,125,0.089
2024-10-04,MSN_(Neuro/Psy),aides,91,81,0.101
2024-10-04,Pôle_31_(Infectieux),total,303,280,0.076
2024-10-04,Pôle_31_(Infectieux),medecins,36,33,0.08
2024-10-04,Pôle_31_(Infectieux),infirmiers,96,86,0.112
2024-10-04,Pôle_31_(Infectieux),aides,64,59,0.07
2024-10-04,Urgences_(Passage_court),total,252,233,0.071
2024-10-04,Urgences_(Passage_court),medecins,31,28,0.064
2024-10-04,Urgences_(Passage_court),infirmiers,81,73,0.091
2024-10-04,Urgences_(Passage_court),aides,54,50,0.079
2024-10-04,Gériatrie,total,364,325,0.103
2024-10-04,Gériatrie,medecins,45,40,0.085
2024-10-04,Gériatrie,infirmiers,121,113,0.061
2024-10-04,Gériatrie,aides,81,73,0.092
2024-10-04,ORPHé_(Onco/Hémato),total,672,610,0.092
2024-10-04,ORPHé_(Onco/Hémato),medecins,68,60,0.09
2024-10-04,ORPHé_(Onco/Hémato),infirmiers,195,177,0.091
2024-10-04,ORPHé_(Onco/Hémato),aides,148,136,0.082
2024-10-05,MSN_(Neuro/Psy),total,813,735,0.096
2024-10-05,MSN_(Neuro/Psy),medecins,111,101,0.082
2024-10-05,MSN_(Neuro/Psy),infirmiers,302,272,0.099
2024-10-05,MSN_(Neuro/Psy),aides,200,182,0.087
2024-10-05,Chirurgie,total,631,580,0.079
2024-10-05,Chirurgie,medecins,87,78,0.078
2024-10-05,Chirurgie,infirmiers,233,214,0.078
2024-10-05,Chirurgie,aides,155,140,0.093
2024-10-05,PRAGUES_(Réa/Pneumo),total,126,114,0.087
2024-10-05,PRAGUES_(Réa/Pneumo),medecins,22,20,0.098
2024-10-05,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.091
2024-10-05,PRAGUES_(Réa/Pneumo),aides,17,15,0.087
2024-10-05,Coeur_Metabolisme,total,454,413,0.087
2024-10-05,Coeur_Metabolisme,medecins,56,51,0.099
2024-10-05,Coeur_Metabolisme,infirmiers,152,139,0.076
2024-10-05,Coeur_Metabolisme,aides,100,91,0.086
2024-10-05,MSN_(Neuro/Psy),total,423,394,0.065
2024-10-05,MSN_(Neuro/Psy),medecins,51,46,0.082
2024-10-05,MSN_(Neuro/Psy),infirmiers,137,125,0.086
2024-10-05,MSN_(Neuro/Psy),aides,91,83,0.084
2024-10-05,Pôle_31_(Infectieux),total,303,275,0.094
2024-10-05,Pôle_31_(Infectieux),medecins,36,33,0.08
2024-10-05,Pôle_31_(Infectieux),infirmiers,96,88,0.087
2024-10-05,Pôle_31_(Infectieux),aides,64,58,0.083
2024-10-05,Urgences_(Passage_court),total,252,229,0.091
2024-10-05,Urgences_(Passage_court),medecins,31,28,0.071
2024-10-05,Urgences_(Passage_court),infirmiers,81,73,0.085
2024-10-05,Urgences_(Passage_court),aides,54,49,0.089
2024-10-05,Gériatrie,total,364,331,0.092
2024-10-05,Gériatrie,medecins,45,39,0.104
2024-10-05,Gériatrie,infirmiers,121,110,0.085
2024-10-05,Gériatrie,aides,81,73,0.097
2024-10-05,ORPHé_(Onco/Hémato),total,672,600,0.106
2024-10-05,ORPHé_(Onco/Hémato),medecins,68,60,0.085
2024-10-05,ORPHé_(Onco/Hémato),infirmiers,195,179,0.083
2024-10-05,ORPHé_(Onco/Hémato),aides,148,136,0.08
2024-10-06,MSN_(Neuro/Psy),total,813,752,0.075
2024-10-06,MSN_(Neuro/Psy),medecins,111,102,0.076
2024-10-06,MSN_(Neuro/Psy),infirmiers,302,276,0.087
2024-10-06,MSN_(Neuro/Psy),aides,200,184,0.078
2024-10-06,Chirurgie,total,631,576,0.086
2024-10-06,Chirurgie,medecins,87,78,0.078
2024-10-06,Chirurgie,infirmiers,233,217,0.071
2024-10-06,Chirurgie,aides,155,140,0.092
2024-10-06,PRAGUES_(Réa/Pneumo),total,126,116,0.077
2024-10-06,PRAGUES_(Réa/Pneumo),medecins,22,20,0.075
2024-10-06,PRAGUES_(Réa/Pneumo),infirmiers,56,50,0.104
2024-10-06,PRAGUES_(Réa/Pneumo),aides,17,15,0.082
2024-10-06,Coeur_Metabolisme,total,454,419,0.076
2024-10-06,Coeur_Metabolisme,medecins,56,52,0.076
2024-10-06,Coeur_Metabolisme,infirmiers,152,140,0.073
2024-10-06,Coeur_Metabolisme,aides,100,91,0.085
2024-10-06,MSN_(Neuro/Psy),total,423,386,0.087
2024-10-06,MSN_(Neuro/Psy),medecins,51,46,0.087
2024-10-06,MSN_(Neuro/Psy),infirmiers,137,125,0.083
2024-10-06,MSN_(Neuro/Psy),aides,91,83,0.081
2024-10-06,Pôle_31_(Infectieux),total,303,282,0.069
2024-10-06,Pôle_31_(Infectieux),medecins,36,33,0.078
2024-10-06,Pôle_31_(Infectieux),infirmiers,96,89,0.081
2024-10-06,Pôle_31_(Infectieux),aides,64,58,0.076
2024-10-06,Urgences_(Passage_court),total,252,228,0.096
2024-10-06,Urgences_(Passage_court),medecins,31,26,0.083
2024-10-06,Urgences_(Passage_court),infirmiers,81,73,0.088
2024-10-06,Urgences_(Passage_court),aides,54,50,0.064
2024-10-06,Gériatrie,total,364,333,0.084
2024-10-06,Gériatrie,medecins,45,40,0.089
2024-10-06,Gériatrie,infirmiers,121,111,0.075
2024-10-06,Gériatrie,aides,81,74,0.082
2024-10-06,ORPHé_(Onco/Hémato),total,672,618,0.079
2024-10-06,ORPHé_(Onco/Hémato),medecins,68,61,0.082
2024-10-06,ORPHé_(Onco/Hémato),infirmiers,195,176,0.098
2024-10-06,ORPHé_(Onco/Hémato),aides,148,136,0.08
2024-10-07,MSN_(Neuro/Psy),total,813,752,0.076
2024-10-07,MSN_(Neuro/Psy),medecins,111,101,0.087
2024-10-07,MSN_(Neuro/Psy),infirmiers,302,276,0.089
2024-10-07,MSN_(Neuro/Psy),aides,200,183,0.084
2024-10-07,Chirurgie,total,631,581,0.077
2024-10-07,Chirurgie,medecins,87,78,0.085
2024-10-07,Chirurgie,infirmiers,233,212,0.089
2024-10-07,Chirurgie,aides,155,139,0.096
2024-10-07,PRAGUES_(Réa/Pneumo),total,126,113,0.092
2024-10-07,PRAGUES_(Réa/Pneumo),medecins,22,20,0.088
2024-10-07,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.091
2024-10-07,PRAGUES_(Réa/Pneumo),aides,17,15,0.104
2024-10-07,Coeur_Metabolisme,total,454,410,0.096
2024-10-07,Coeur_Metabolisme,medecins,56,52,0.073
2024-10-07,Coeur_Metabolisme,infirmiers,152,140,0.067
2024-10-07,Coeur_Metabolisme,aides,100,90,0.097
2024-10-07,MSN_(Neuro/Psy),total,423,378,0.102
2024-10-07,MSN_(Neuro/Psy),medecins,51,48,0.064
2024-10-07,MSN_(Neuro/Psy),infirmiers,137,125,0.088
2024-10-07,MSN_(Neuro/Psy),aides,91,82,0.087
2024-10-07,Pôle_31_(Infectieux),total,303,277,0.087
2024-10-07,Pôle_31_(Infectieux),medecins,36,33,0.091
2024-10-07,Pôle_31_(Infectieux),infirmiers,96,88,0.083
2024-10-07,Pôle_31_(Infectieux),aides,64,57,0.1
2024-10-07,Urgences_(Passage_court),total,252,230,0.087
2024-10-07,Urgences_(Passage_court),medecins,31,26,0.095
2024-10-07,Urgences_(Passage_court),infirmiers,81,73,0.094
2024-10-07,Urgences_(Passage_court),aides,54,49,0.084
2024-10-07,Gériatrie,total,364,337,0.071
2024-10-07,Gériatrie,medecins,45,41,0.075
2024-10-07,Gériatrie,infirmiers,121,109,0.097
2024-10-07,Gériatrie,aides,81,74,0.079
2024-10-07,ORPHé_(Onco/Hémato),total,672,612,0.09
2024-10-07,ORPHé_(Onco/Hémato),medecins,68,60,0.095
2024-10-07,ORPHé_(Onco/Hémato),infirmiers,195,176,0.094
2024-10-07,ORPHé_(Onco/Hémato),aides,148,134,0.095
2024-10-08,MSN_(Neuro/Psy),total,813,729,0.103
2024-10-08,MSN_(Neuro/Psy),medecins,111,102,0.073
2024-10-08,MSN_(Neuro/Psy),infirmiers,302,277,0.085
2024-10-08,MSN_(Neuro/Psy),aides,200,181,0.094
2024-10-08,Chirurgie,total,631,573,0.089
2024-10-08,Chirurgie,medecins,87,78,0.087
2024-10-08,Chirurgie,infirmiers,233,218,0.065
2024-10-08,Chirurgie,aides,155,143,0.076
2024-10-08,PRAGUES_(Réa/Pneumo),total,126,114,0.083
2024-10-08,PRAGUES_(Réa/Pneumo),medecins,22,20,0.088
2024-10-08,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.077
2024-10-08,PRAGUES_(Réa/Pneumo),aides,17,15,0.084
2024-10-08,Coeur_Metabolisme,total,454,420,0.074
2024-10-08,Coeur_Metabolisme,medecins,56,51,0.091
2024-10-08,Coeur_Metabolisme,infirmiers,152,138,0.086
2024-10-08,Coeur_Metabolisme,aides,100,93,0.062
2024-10-08,MSN_(Neuro/Psy),total,423,387,0.083
2024-10-08,MSN_(Neuro/Psy),medecins,51,46,0.088
2024-10-08,MSN_(Neuro/Psy),infirmiers,137,124,0.097
2024-10-08,MSN_(Neuro/Psy),aides,91,83,0.085
2024-10-08,Pôle_31_(Infectieux),total,303,272,0.101
2024-10-08,Pôle_31_(Infectieux),medecins,36,33,0.084
2024-10-08,Pôle_31_(Infectieux),infirmiers,96,89,0.072
2024-10-08,Pôle_31_(Infectieux),aides,64,58,0.074
2024-10-08,Urgences_(Passage_court),total,252,225,0.108
2024-10-08,Urgences_(Passage_court),medecins,31,26,0.077
2024-10-08,Urgences_(Passage_court),infirmiers,81,72,0.099
2024-10-08,Urgences_(Passage_court),aides,54,50,0.077
2024-10-08,Gériatrie,total,364,332,0.087
2024-10-08,Gériatrie,medecins,45,41,0.075
2024-10-08,Gériatrie,infirmiers,121,110,0.085
2024-10-08,Gériatrie,aides,81,72,0.106
2024-10-08,ORPHé_(Onco/Hémato),total,672,618,0.079
2024-10-08,ORPHé_(Onco/Hémato),medecins,68,61,0.072
2024-10-08,ORPHé_(Onco/Hémato),infirmiers,195,179,0.086
2024-10-08,ORPHé_(Onco/Hémato),aides,148,135,0.086
2024-10-09,MSN_(Neuro/Psy),total,813,738,0.092
2024-10-09,MSN_(Neuro/Psy),medecins,111,101,0.088
2024-10-09,MSN_(Neuro/Psy),infirmiers,302,278,0.081
2024-10-09,MSN_(Neuro/Psy),aides,200,183,0.081
2024-10-09,Chirurgie,total,631,582,0.075
2024-10-09,Chirurgie,medecins,87,78,0.09
2024-10-09,Chirurgie,infirmiers,233,213,0.087
2024-10-09,Chirurgie,aides,155,142,0.084
2024-10-09,PRAGUES_(Réa/Pneumo),total,126,113,0.098
2024-10-09,PRAGUES_(Réa/Pneumo),medecins,22,20,0.069
2024-10-09,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.083
2024-10-09,PRAGUES_(Réa/Pneumo),aides,17,15,0.091
2024-10-09,Coeur_Metabolisme,total,454,414,0.084
2024-10-09,Coeur_Metabolisme,medecins,56,51,0.093
2024-10-09,Coeur_Metabolisme,infirmiers,152,139,0.079
2024-10-09,Coeur_Metabolisme,aides,100,92,0.076
2024-10-09,MSN_(Neuro/Psy),total,423,385,0.09
2024-10-09,MSN_(Neuro/Psy),medecins,51,46,0.074
2024-10-09,MSN_(Neuro/Psy),infirmiers,137,126,0.075
2024-10-09,MSN_(Neuro/Psy),aides,91,82,0.091
2024-10-09,Pôle_31_(Infectieux),total,303,275,0.094
2024-10-09,Pôle_31_(Infectieux),medecins,36,32,0.098
2024-10-09,Pôle_31_(Infectieux),infirmiers,96,86,0.105
2024-10-09,Pôle_31_(Infectieux),aides,64,58,0.082
2024-10-09,Urgences_(Passage_court),total,252,233,0.072
2024-10-09,Urgences_(Passage_court),medecins,31,28,0.071
2024-10-09,Urgences_(Passage_court),infirmiers,81,73,0.092
2024-10-09,Urgences_(Passage_court),aides,54,50,0.083
2024-10-09,Gériatrie,total,364,333,0.085
2024-10-09,Gériatrie,medecins,45,40,0.076
2024-10-09,Gériatrie,infirmiers,121,112,0.07
2024-10-09,Gériatrie,aides,81,73,0.094
2024-10-09,ORPHé_(Onco/Hémato),total,672,615,0.085
2024-10-09,ORPHé_(Onco/Hémato),medecins,68,60,0.09
2024-10-09,ORPHé_(Onco/Hémato),infirmiers,195,174,0.108
2024-10-09,ORPHé_(Onco/Hémato),aides,148,135,0.085
2024-10-10,MSN_(Neuro/Psy),total,813,711,0.125
2024-10-10,MSN_(Neuro/Psy),medecins,111,99,0.103
2024-10-10,MSN_(Neuro/Psy),infirmiers,302,276,0.086
2024-10-10,MSN_(Neuro/Psy),aides,200,183,0.084
2024-10-10,Chirurgie,total,631,576,0.086
2024-10-10,Chirurgie,medecins,87,78,0.08
2024-10-10,Chirurgie,infirmiers,233,217,0.067
2024-10-10,Chirurgie,aides,155,139,0.1
2024-10-10,PRAGUES_(Réa/Pneumo),total,126,118,0.059
2024-10-10,PRAGUES_(Réa/Pneumo),medecins,22,20,0.084
2024-10-10,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.085
2024-10-10,PRAGUES_(Réa/Pneumo),aides,17,16,0.062
2024-10-10,Coeur_Metabolisme,total,454,409,0.099
2024-10-10,Coeur_Metabolisme,medecins,56,51,0.08
2024-10-10,Coeur_Metabolisme,infirmiers,152,139,0.079
2024-10-10,Coeur_Metabolisme,aides,100,91,0.081
2024-10-10,MSN_(Neuro/Psy),total,423,386,0.085
2024-10-10,MSN_(Neuro/Psy),medecins,51,45,0.094
2024-10-10,MSN_(Neuro/Psy),infirmiers,137,125,0.084
2024-10-10,MSN_(Neuro/Psy),aides,91,83,0.079
2024-10-10,Pôle_31_(Infectieux),total,303,273,0.098
2024-10-10,Pôle_31_(Infectieux),medecins,36,33,0.087
2024-10-10,Pôle_31_(Infectieux),infirmiers,96,88,0.085
2024-10-10,Pôle_31_(Infectieux),aides,64,57,0.089
2024-10-10,Urgences_(Passage_court),total,252,232,0.079
2024-10-10,Urgences_(Passage_court),medecins,31,28,0.065
2024-10-10,Urgences_(Passage_court),infirmiers,81,74,0.073
2024-10-10,Urgences_(Passage_court),aides,54,50,0.079
2024-10-10,Gériatrie,total,364,332,0.088
2024-10-10,Gériatrie,medecins,45,40,0.082
2024-10-10,Gériatrie,infirmiers,121,110,0.088
2024-10-10,Gériatrie,aides,81,75,0.063
2024-10-10,ORPHé_(Onco/Hémato),total,672,610,0.092
2024-10-10,ORPHé_(Onco/Hémato),medecins,68,60,0.098
2024-10-10,ORPHé_(Onco/Hémato),infirmiers,195,175,0.101
2024-10-10,ORPHé_(Onco/Hémato),aides,148,134,0.093
2024-10-11,MSN_(Neuro/Psy),total,813,748,0.079
2024-10-11,MSN_(Neuro/Psy),medecins,111,100,0.092
2024-10-11,MSN_(Neuro/Psy),infirmiers,302,279,0.075
2024-10-11,MSN_(Neuro/Psy),aides,200,182,0.088
2024-10-11,Chirurgie,total,631,581,0.077
2024-10-11,Chirurgie,medecins,87,78,0.088
2024-10-11,Chirurgie,infirmiers,233,211,0.092
2024-10-11,Chirurgie,aides,155,144,0.07
2024-10-11,PRAGUES_(Réa/Pneumo),total,126,118,0.062
2024-10-11,PRAGUES_(Réa/Pneumo),medecins,22,20,0.084
2024-10-11,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.081
2024-10-11,PRAGUES_(Réa/Pneumo),aides,17,15,0.101
2024-10-11,Coeur_Metabolisme,total,454,416,0.084
2024-10-11,Coeur_Metabolisme,medecins,56,50,0.101
2024-10-11,Coeur_Metabolisme,infirmiers,152,139,0.077
2024-10-11,Coeur_Metabolisme,aides,100,91,0.082
2024-10-11,MSN_(Neuro/Psy),total,423,388,0.082
2024-10-11,MSN_(Neuro/Psy),medecins,51,46,0.073
2024-10-11,MSN_(Neuro/Psy),infirmiers,137,125,0.088
2024-10-11,MSN_(Neuro/Psy),aides,91,82,0.096
2024-10-11,Pôle_31_(Infectieux),total,303,270,0.106
2024-10-11,Pôle_31_(Infectieux),medecins,36,32,0.096
2024-10-11,Pôle_31_(Infectieux),infirmiers,96,88,0.086
2024-10-11,Pôle_31_(Infectieux),aides,64,58,0.077
2024-10-11,Urgences_(Passage_court),total,252,231,0.084
2024-10-11,Urgences_(Passage_court),medecins,31,26,0.09
2024-10-11,Urgences_(Passage_court),infirmiers,81,73,0.091
2024-10-11,Urgences_(Passage_court),aides,54,49,0.088
2024-10-11,Gériatrie,total,364,330,0.094
2024-10-11,Gériatrie,medecins,45,40,0.075
2024-10-11,Gériatrie,infirmiers,121,112,0.07
2024-10-11,Gériatrie,aides,81,73,0.093
2024-10-11,ORPHé_(Onco/Hémato),total,672,602,0.103
2024-10-11,ORPHé_(Onco/Hémato),medecins,68,61,0.069
2024-10-11,ORPHé_(Onco/Hémato),infirmiers,195,177,0.089
2024-10-11,ORPHé_(Onco/Hémato),aides,148,134,0.098
2024-10-12,MSN_(Neuro/Psy),total,813,749,0.078
2024-10-12,MSN_(Neuro/Psy),medecins,111,100,0.099
2024-10-12,MSN_(Neuro/Psy),infirmiers,302,276,0.087
2024-10-12,MSN_(Neuro/Psy),aides,200,180,0.097
2024-10-12,Chirurgie,total,631,568,0.097
2024-10-12,Chirurgie,medecins,87,77,0.095
2024-10-12,Chirurgie,infirmiers,233,214,0.08
2024-10-12,Chirurgie,aides,155,139,0.1
2024-10-12,PRAGUES_(Réa/Pneumo),total,126,113,0.091
2024-10-12,PRAGUES_(Réa/Pneumo),medecins,22,19,0.103
2024-10-12,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.09
2024-10-12,PRAGUES_(Réa/Pneumo),aides,17,15,0.079
2024-10-12,Coeur_Metabolisme,total,454,417,0.08
2024-10-12,Coeur_Metabolisme,medecins,56,51,0.085
2024-10-12,Coeur_Metabolisme,infirmiers,152,138,0.082
2024-10-12,Coeur_Metabolisme,aides,100,92,0.077
2024-10-12,MSN_(Neuro/Psy),total,423,376,0.108
2024-10-12,MSN_(Neuro/Psy),medecins,51,46,0.074
2024-10-12,MSN_(Neuro/Psy),infirmiers,137,126,0.077
2024-10-12,MSN_(Neuro/Psy),aides,91,82,0.096
2024-10-12,Pôle_31_(Infectieux),total,303,279,0.079
2024-10-12,Pôle_31_(Infectieux),medecins,36,33,0.072
2024-10-12,Pôle_31_(Infectieux),infirmiers,96,88,0.09
2024-10-12,Pôle_31_(Infectieux),aides,64,58,0.072
2024-10-12,Urgences_(Passage_court),total,252,231,0.083
2024-10-12,Urgences_(Passage_court),medecins,31,28,0.061
2024-10-12,Urgences_(Passage_court),infirmiers,81,74,0.079
2024-10-12,Urgences_(Passage_court),aides,54,49,0.088
2024-10-12,Gériatrie,total,364,336,0.076
2024-10-12,Gériatrie,medecins,45,40,0.096
2024-10-12,Gériatrie,infirmiers,121,112,0.07
2024-10-12,Gériatrie,aides,81,74,0.076
2024-10-12,ORPHé_(Onco/Hémato),total,672,601,0.105
2024-10-12,ORPHé_(Onco/Hémato),medecins,68,61,0.079
2024-10-12,ORPHé_(Onco/Hémato),infirmiers,195,175,0.1
2024-10-12,ORPHé_(Onco/Hémato),aides,148,135,0.088
2024-10-13,MSN_(Neuro/Psy),total,813,755,0.071
2024-10-13,MSN_(Neuro/Psy),medecins,111,102,0.08
2024-10-13,MSN_(Neuro/Psy),infirmiers,302,278,0.081
2024-10-13,MSN_(Neuro/Psy),aides,200,186,0.072
2024-10-13,Chirurgie,total,631,577,0.085
2024-10-13,Chirurgie,medecins,87,78,0.081
2024-10-13,Chirurgie,infirmiers,233,212,0.089
2024-10-13,Chirurgie,aides,155,142,0.081
2024-10-13,PRAGUES_(Réa/Pneumo),total,126,113,0.091
2024-10-13,PRAGUES_(Réa/Pneumo),medecins,22,20,0.086
2024-10-13,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.075
2024-10-13,PRAGUES_(Réa/Pneumo),aides,17,15,0.081
2024-10-13,Coeur_Metabolisme,total,454,423,0.067
2024-10-13,Coeur_Metabolisme,medecins,56,51,0.082
2024-10-13,Coeur_Metabolisme,infirmiers,152,138,0.088
2024-10-13,Coeur_Metabolisme,aides,100,92,0.073
2024-10-13,MSN_(Neuro/Psy),total,423,390,0.076
2024-10-13,MSN_(Neuro/Psy),medecins,51,46,0.084
2024-10-13,MSN_(Neuro/Psy),infirmiers,137,121,0.11
2024-10-13,MSN_(Neuro/Psy),aides,91,82,0.092
2024-10-13,Pôle_31_(Infectieux),total,303,280,0.077
2024-10-13,Pôle_31_(Infectieux),medecins,36,33,0.091
2024-10-13,Pôle_31_(Infectieux),infirmiers,96,87,0.096
2024-10-13,Pôle_31_(Infectieux),aides,64,58,0.075
2024-10-13,Urgences_(Passage_court),total,252,233,0.072
2024-10-13,Urgences_(Passage_court),medecins,31,26,0.08
2024-10-13,Urgences_(Passage_court),infirmiers,81,74,0.072
2024-10-13,Urgences_(Passage_court),aides,54,50,0.073
2024-10-13,Gériatrie,total,364,336,0.077
2024-10-13,Gériatrie,medecins,45,40,0.08
2024-10-13,Gériatrie,infirmiers,121,109,0.097
2024-10-13,Gériatrie,aides,81,74,0.082
2024-10-13,ORPHé_(Onco/Hémato),total,672,617,0.081
2024-10-13,ORPHé_(Onco/Hémato),medecins,68,63,0.066
2024-10-13,ORPHé_(Onco/Hémato),infirmiers,195,177,0.088
2024-10-13,ORPHé_(Onco/Hémato),aides,148,135,0.085
2024-10-14,MSN_(Neuro/Psy),total,813,741,0.089
2024-10-14,MSN_(Neuro/Psy),medecins,111,102,0.073
2024-10-14,MSN_(Neuro/Psy),infirmiers,302,281,0.07
2024-10-14,MSN_(Neuro/Psy),aides,200,181,0.094
2024-10-14,Chirurgie,total,631,572,0.092
2024-10-14,Chirurgie,medecins,87,78,0.082
2024-10-14,Chirurgie,infirmiers,233,213,0.083
2024-10-14,Chirurgie,aides,155,144,0.069
2024-10-14,PRAGUES_(Réa/Pneumo),total,126,114,0.08
2024-10-14,PRAGUES_(Réa/Pneumo),medecins,22,20,0.07
2024-10-14,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.074
2024-10-14,PRAGUES_(Réa/Pneumo),aides,17,15,0.075
2024-10-14,Coeur_Metabolisme,total,454,419,0.076
2024-10-14,Coeur_Metabolisme,medecins,56,51,0.08
2024-10-14,Coeur_Metabolisme,infirmiers,152,137,0.093
2024-10-14,Coeur_Metabolisme,aides,100,92,0.075
2024-10-14,MSN_(Neuro/Psy),total,423,388,0.082
2024-10-14,MSN_(Neuro/Psy),medecins,51,48,0.062
2024-10-14,MSN_(Neuro/Psy),infirmiers,137,123,0.101
2024-10-14,MSN_(Neuro/Psy),aides,91,82,0.095
2024-10-14,Pôle_31_(Infectieux),total,303,276,0.091
2024-10-14,Pôle_31_(Infectieux),medecins,36,33,0.084
2024-10-14,Pôle_31_(Infectieux),infirmiers,96,89,0.071
2024-10-14,Pôle_31_(Infectieux),aides,64,58,0.083
2024-10-14,Urgences_(Passage_court),total,252,232,0.077
2024-10-14,Urgences_(Passage_court),medecins,31,26,0.087
2024-10-14,Urgences_(Passage_court),infirmiers,81,74,0.083
